Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission	DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity	Range	Cunning	Weapons	Strength	Shields	gametext	HoF
"Forcas Sector Fissure Research (Promo)"	"Promo"	"ST2E-EN00P76a"	"P"	"Y"	"0P076"	"Mission"	"0"	"S"	"S"	"3"	"35"	"A"	"Any affiliation may attempt this mission."	""	""	""	""	""	"Astrometrics, Engineer, Physics, Science, and Cunning>36"	""	""	""	""	""	""	""	"Y"
"Investigate Alien Probe (Promo)"	"Promo"	"ST2E-EN00P77"	"P"	"Y"	"0P077"	"Mission"	"0"	"S"	"S"	"3"	"30"	"A"	"Any affiliation (except [Bor]) may attempt this mission."	""	""	""	""	""	"Anthropology, Biology, Programming, and Integrity>25"	""	""	""	""	""	""	""	"N"
"Crensen Gap Protect the Escapees (Promo)"	"Promo"	"ST2E-EN07051ab"	"P"	"Y"	"0P078"	"Mission"	"0"	"S"	"S"	"3"	"30"	"A"	"[Baj][Car][Fed]"	""	""	""	""	""	"Engineer, Honor, Navigation, and Integrity>25"	""	""	""	""	""	""	"You may attempt and complete this mission using your [Kli] personnel with these requirements: Leadership, Officer, Treachery, and Strength>30."	"N"
"Destiny Reset (Promo)"	"Promo"	"ST2E-EN00P80"	"P"	"N"	"0P080"	"Event"	"5"	""	""	""	""	""	""	""	""	"Temporal."	""	""	""	""	""	""	""	""	""	"Plays in your core. When you have drawn dilemmas, you may destroy this event and remove those dilemmas from the game to search your dilemma pile for up to two dilemmas whose total cost does not exceed the number of dilemmas you removed. Place those dilemmas on your dilemma stack in any order. Then shuffle your dilemma pile."	"Y"
"Earth Lush and Beautiful Home (Promo)"	"Promo"	"ST2E-EN00P82"	"P"	"Y"	"0P082"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Federation Headquarters"	""	""	"Region: Sector 001."	""	""	"You may play [TOS] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	"When you play a [TOS] card here, you may spend a counter to draw two cards. You may do this only once each turn."	"Y"
"No Kill I (Promo)"	"Promo"	"ST2E-EN00P81"	"P"	"N"	"0P081"	"Dilemma"	"2"	""	""	""	""	""	""	""	""	"Consume: 3."	""	""	""	""	""	""	""	""	""	"All your personnel are stopped."	"Y"
"Chula: The Dice (Promo)"	"Promo"	"ST2E-EN00P83"	"P"	"N"	"0P083"	"Dilemma"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Unless you have a personnel with Integrity>6, a second personnel with Cunning>6, and a third personnel with Strength>6, all your personnel are stopped."	"Y"
"Cardassian Outskirts Kressari Rendezvous (Promo)"	"Promo"	"ST2E-EN01184ac"	"D"	"Y"	"0D013"	"Mission"	"0"	"S"	"S"	"2"	"30"	"A"	"[Baj][Car][Fer]"	""	""	"Region: Cardassia System."	""	""	"Officer, 2 Treachery, and Strength>30"	""	""	""	""	""	""	"When you complete this mission, you may place up to three of your Hand Weapons aboard the completing ship in their owners' discard piles. Score 5 points for each."	"N"
"Agonizing Encounter *(Promo)"	"Promo"	"ST2E-EN00D19"	"D"	"N"	"0D019"	"Dilemma"	"5"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"For each headquarters you command, this dilemma is cost -1. Your opponent names a skill. For each of your missions that requires that skill, randomly select a personnel to be stopped."	"N"
"Tragic Turn *(Promo)"	"Promo"	"ST2E-EN05003a"	"D"	"N"	"0D021"	"Dilemma"	"3"	"D"	"D"	""	""	""	""	""	""	"Consume: 2."	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission (limit one per mission). When a dilemma is overcome here, if that dilemma killed any of your personnel, randomly select a personnel attempting the mission to be killed. Otherwise, if that dilemma stopped any of your personnel, randomly select a personnel attempting the mission to be stopped."	"N"
"Ro Laren Maquis Sympathizer (Promo)"	"Promo"	"ST2E-EN00001"	"P"	"Y"	"0P001"	"Personnel"	"3"	""	""	""	""	""	"Bajoran"	"[Cmd][Maq]"	""	""	""	"Bajoran"	"Leadership Navigation Programming Security Treachery"	"4"	"4"	"6"	"6"	"6"	"6"	"When this personnel uses a skill to complete a mission, you may choose an opponent to place two random cards from hand on top of his or her deck."	"Y"
"Elim Garak Plain, Simple Tailor (Promo)"	"Promo"	"ST2E-EN00002"	"P"	"Y"	"0P002"	"Personnel"	"2"	""	""	""	""	""	"Cardassian"	"[Stf][DS9]"	""	""	""	"Cardassian"	"Diplomacy Intelligence Programming Treachery"	"3"	"3"	"6"	"6"	"6"	"6"	"When this personnel is about to be killed by a dilemma, you may discard a personnel from hand to take this personnel into your hand instead."	"Y"
"Dukat Liberator and Protector (Promo)"	"Promo"	"ST2E-EN00P03"	"P"	"Y"	"0P003"	"Personnel"	"3"	""	""	""	""	""	"Cardassian"	"[Cmd][TN]"	""	"Gul."	""	"Cardassian"	"Diplomacy Leadership Officer 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"When this personnel uses a skill to complete a mission, each of your opponents discards the top three cards of his or her deck. You may do this only once each turn."	"Y"
"Jean-Luc Picard Starship Captain (Promo)"	"Promo"	"ST2E-EN00004"	"P"	"Y"	"0P004"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][TNG]"	""	"Commander: U.S.S. Enterprise-D."	""	"Human"	"Diplomacy Honor Law Leadership Navigation Officer"	"8"	"8"	"6"	"6"	"6"	"6"	"Order - This personnel loses Diplomacy, Law, and Navigation and gains Anthropology, Archaeology, and Science until the end of this turn. You may do this only once each turn."	"Y"
"Sela Devious Schemer (Promo)"	"Promo"	"ST2E-EN00005"	"P"	"Y"	"0P005"	"Personnel"	"3"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Human/Romulan"	"Intelligence Leadership Officer Security 2 Treachery"	"2"	"2"	"6"	"6"	"5"	"5"	"While an opponent's Security personnel is at this mission, that opponent must discard a card from hand to use that Security."	"Y"
"Worf First Officer (Promo)"	"Promo"	"ST2E-EN00024"	"P"	"Y"	"0P024"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][TNG][AU]"	""	""	""	"Klingon"	"Honor Leadership Navigation Officer"	"7"	"7"	"5"	"5"	"8"	"8"	"While this personnel is facing a dilemma, you may discard two cards from hand to exchange a [TNG] personnel you own present with a [TNG] personnel who has the same cost from your hand."	"Y"
"Deanna Troi Major Rakal (Promo)"	"Promo"	"ST2E-EN00P25"	"P"	"Y"	"0P025"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Betazoid/Human"	"Anthropology Telepathy"	"6"	"6"	"5"	"5"	"4"	"4"	"While this personnel is present with a [Rom] Dissident personnel, she is attributes +1 and gains Intelligence, Leadership and Security."	"Y"
"Leonard H. McCoy Remarkable Man (Promo)"	"Promo"	"ST2E-EN00026"	"P"	"Y"	"0P026"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][TNG]"	""	"Admiral."	""	"Human"	"Biology Exobiology Leadership Medical"	"7"	"7"	"6"	"6"	"2"	"2"	"While this personnel is attempting a mission, if you have completed no missions, each of your personnel present is attributes +2."	"N"
"Borg Queen Bringer of Order (Promo)"	"Promo"	"ST2E-EN00P27"	"P"	"Y"	"0P027"	"Personnel"	"4"	""	""	""	""	""	"Borg"	"[Cmd]"	""	""	""	"Borg"	"3 Leadership Treachery"	"3"	"3"	"8"	"8"	"6"	"6"	"Order - Discard the top card of your deck to name a skill. Each of your Borg gains that skill. This effect lasts until the end of this turn. You may do this only once each turn."	"Y"
"Benjamin Sisko Man of Resolve (Promo)"	"Promo"	"ST2E-EN00P28"	"P"	"Y"	"0P028"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][DS9]"	""	""	""	"Human"	"Diplomacy Engineer Leadership Officer Security"	"4"	"4"	"6"	"6"	"6"	"6"	"Order - This personnel loses Diplomacy and gains Treachery until the end of this turn. You may do this only once each turn."	"Y"
"Arik Soong Father of Many (Promo)"	"Promo"	"ST2E-EN00029"	"P"	"Y"	"0P029"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	"[Stf][Pa]"	""	""	""	"Human"	"2 Biology Medical Programming Science"	"4"	"4"	"7"	"7"	"5"	"5"	"While this personnel is facing a dilemma, if you are about to lose command of one of your Genetically Enhanced personnel present, you may stop this personnel instead."	"Y"
"Quark Son of Keldar (Promo)"	"Promo"	"ST2E-EN00030"	"P"	"Y"	"0P030"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	""	""	""	""	"Ferengi"	"Acquisition Anthropology Diplomacy Honor"	"6"	"6"	"6"	"6"	"4"	"4"	"Order - Discard a card from hand to begin combat involving this personnel, comparing total Cunning instead of Strength. If you win, randomly select an opponent's personnel involved to place on the bottom of his or her owner's deck."	"Y"
"Seven of Nine Representative of the Hive (Promo)"	"Promo"	"ST2E-EN00P31"	"P"	"Y"	"0P031"	"Personnel"	"3"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Engineer Exobiology Physics Programming Science"	"5"	"5"	"7"	"7"	"6"	"6"	"While this personnel is facing a dilemma, she is Strength +2 and gains Security."	"Y"
"The Edge of Forever (Promo)"	"Promo"	"ST2E-EN05016ab"	"P"	"N"	"0P032"	"Event"	"0"	""	""	""	""	""	""	""	""	"Temporal."	""	""	""	""	""	""	""	""	""	"Plays in your core. Order - Lose 5 points to choose one: download a [Fut] card that could be played at your headquarters mission and place it there; or take a [Pa] card from your discard pile that could be played at your headquarters mission and place it there. Destroy this event."	"Y"
"In the Pah-wraith's Wake *(Promo)"	"Promo"	"ST2E-EN00P32A"	"P"	"N"	"0P032"	"Event"	"0"	""	""	""	""	""	""	""	""	"Pah-wraith."	""	""	""	""	""	""	""	""	""	"To play this event, you must command three [Baj] personnel. Remove two events in your discard pile from the game to destroy an event in an opponent's core. Destroy this event."	"Y"
"Party Atmosphere (Promo)"	"Promo"	"ST2E-EN04066ab"	"P"	"Y"	"0P033"	"Event"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. When a player plays an event in his or her core, he or she chooses an opponent. For each headquarters mission that opponent commands, that event is cost -1."	"N"
"Unexpected Difficulties (Promo)"	"Promo"	"ST2E-EN00P33b"	"P"	"N"	"0P033"	"Event"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. When you have drawn dilemmas, you may destroy this event to return them to your dilemma pile and draw an equal number of dilemmas."	"N"
"Skeleton Crew (Promo)"	"Promo"	"ST2E-EN00P34"	"P"	"N"	"0P034"	"Dilemma"	"0"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission. To begin a mission attempt at this mission, you must have at least six personnel involved. When you complete this mission, this dilemma is overcome."	"Y"
"Athos IV Maquis Base (Promo)"	"Promo"	"ST2E-EN02096ab"	"P"	"Y"	"0P041"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Maquis Headquarters"	""	""	"Region: Badlands."	""	""	"You may play [Maq] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	"At the start of each of your turns, you may discard a card from hand to download {For the Cause}."	"Y"
"Bajor Gift of the Prophets (Promo)"	"Promo"	"ST2E-EN00P42"	"P"	"Y"	"0P042"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Bajoran Headquarters"	""	""	"Region: Bajor System."	""	""	"You may play [Baj] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	""	"Y"
"Cardassia Prime Hardscrabble World (Promo)"	"Promo"	"ST2E-EN00P43"	"P"	"Y"	"0P043"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Cardassian Headquarters"	""	""	"Region: Cardassia System."	""	""	"You may play [Car] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	""	"Y"
"Earth Cradle of the Federation (Promo)"	"Promo"	"ST2E-EN00P44"	"P"	"Y"	"0P044"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Federation Headquarters"	""	""	"Region: Sector 001."	""	""	"You may play [TNG] cards, [E] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	""	"Y"
"Earth Home of Starfleet Command (Promo)"	"Promo"	"ST2E-EN00P45"	"P"	"Y"	"0P045"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Federation Headquarters"	""	""	"Region: Sector 001."	""	""	"You may play [Fed][DS9] cards, [E] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	""	"Y"
"Earth Humanity's Home (Promo)"	"Promo"	"ST2E-EN00P46"	"P"	"Y"	"0P046"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Starfleet Headquarters"	""	""	"Region: Sector 001."	""	""	"You may play [SF] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	"When you complete a space mission, if no other space mission has been completed, score 10 points."	"Y"
"Ferenginar Financial Hub (Promo)"	"Promo"	"ST2E-EN00P47"	"P"	"Y"	"0P047"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Ferengi Headquarters"	""	""	""	""	""	"You may play [Fer] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	"When you place a card beneath this mission, place it face down. Dilemmas cannot be placed beneath this mission. Cards beneath this mission are not in play."	"Y"
"Founders' Homeworld Home of the Great Link (Promo)"	"Promo"	"ST2E-EN00P48"	"P"	"Y"	"0P048"	"Mission"	"0"	"H"	"H"	"2"	""	"G"	"Dominion Headquarters"	""	""	"Nebula. Region: Omarion Nebula."	""	""	"You may play [Dom] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	""	"Y"
"Mouth of the Wormhole Deep Space 9 (Promo)"	"Promo"	"ST2E-EN00P49"	"P"	"Y"	"0P049"	"Mission"	"0"	"H"	"H"	"1"	""	"A"	"Bajoran/Federation Headquarters"	""	""	"Region: Bajor System."	""	""	"You may play [DS9] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	"When any player is about to move a ship between this mission and a [GQ] mission, do not add 2 to the span total of those missions."	"Y"
"Mouth of the Wormhole Terok Nor (Promo)"	"Promo"	"ST2E-EN00P50"	"P"	"Y"	"0P050"	"Mission"	"0"	"H"	"H"	"1"	""	"A"	"Cardassian/Dominion Headquarters"	""	""	"Region: Bajor System."	""	""	"You may play [TN] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	""	"Y"
"Qo'noS Heart of the Empire (Promo)"	"Promo"	"ST2E-EN00P51a"	"P"	"Y"	"0P051"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Klingon Headquarters"	""	""	"Region: Qo'noS System."	""	""	"You may play [Kli] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	""	"Y"
"Romulus Seat of Power (Promo)"	"Promo"	"ST2E-EN00P52"	"P"	"Y"	"0P052"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Romulan Headquarters"	""	""	"Region: Romulus System."	""	""	"You may play [Rom] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	""	"Y"
"Unicomplex Root of the Hive Mind (Promo)"	"Promo"	"ST2E-EN00P53"	"P"	"Y"	"0P053"	"Mission"	"0"	"H"	"H"	"2"	""	"D"	"Borg Headquarters"	""	""	""	""	""	"You may play [Bor] cards and equipment at this mission."	""	""	""	""	""	""	"You cannot command another Headquarters mission."	"Y"
"Odo Constable (Promo)"	"Promo"	"ST2E-EN01220tf"	"R"	"Y"	"1R220"	"Personnel"	"5"	""	""	""	""	""	"Bajoran"	"[Cmd][DS9]"	""	"Shape-shifter."	""	"Changeling"	"Honor Law Leadership Navigation 2 Programming 2 Security"	"6"	"6"	"7"	"7"	"8"	"8"	"While an opponent's Thief or Treachery personnel is at this mission, that personnel cannot use his or her abilities."	"Y"
"Elim Garak Agent of the Obsidian Order (Promo)"	"Promo"	"ST2E-EN01236tf"	"R"	"Y"	"1R236"	"Personnel"	"2"	""	""	""	""	""	"Cardassian"	"[Cmd]"	""	""	""	"Cardassian"	"Exobiology Intelligence Programming Security Treachery"	"3"	"3"	"6"	"6"	"6"	"6"	"While this personnel is attempting a mission, you may discard a personnel from hand to give him one of the discarded personnel's skills until the end of that mission attempt."	"Y"
"Jean-Luc Picard Argo Pilot (Promo)"	"Promo"	"ST2E-EN01267tf"	"R"	"Y"	"1R267"	"Personnel"	"4"	""	""	""	""	""	"Federation"	"[Cmd][TNG]"	""	"Commander: U.S.S. Enterprise-E."	""	"Human"	"Archaeology Diplomacy Honor Leadership Navigation Officer"	"8"	"8"	"6"	"6"	"6"	"6"	"While this personnel is facing a dilemma, you may discard a card from hand to download {Escape}."	"Y"
"Martok Soldier of the Empire (Promo)"	"Promo"	"ST2E-EN01311tf"	"R"	"Y"	"1R311"	"Personnel"	"4"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	"Commander: I.K.S. Rotarran. General. High Council Member."	""	"Klingon"	"2 Honor 2 Leadership Navigation Officer"	"8"	"8"	"6"	"6"	"8"	"8"	"Each of your [Kli] ships at this mission is Weapons +1."	"Y"
"Shinzon Capable Commander (Promo)"	"Promo"	"ST2E-EN01369tf"	"R"	"Y"	"1R369"	"Personnel"	"4"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	"Commander: Scimitar."	""	"Human"	"Biology Engineer Leadership Officer 2 Treachery"	"1"	"1"	"6"	"6"	"6"	"6"	"Order - Discard a card from hand to take a Maneuver card from your discard pile and place it on top of your deck."	"Y"
"U.S.S. Defiant Prototype Warship (Promo)"	"Promo"	"ST2E-EN01391tf"	"R"	"Y"	"1R391"	"Ship"	"7"	""	""	""	""	""	"Federation"	"[DS9]"	"[Cmd][Cmd][Cmd][Stf]"	"Cloaking Device."	"Defiant Class"	""	""	"8"	"8"	"10"	"10"	"10"	"10"	"While this ship is in an engagement, it is Weapons +1 and Shields +2."	"Y"
"U.S.S. Enterprise-E Federation Envoy (Promo)"	"Promo"	"ST2E-EN01392tf"	"R"	"Y"	"1R392"	"Ship"	"7"	""	""	""	""	""	"Federation"	"[TNG]"	"[Cmd][Cmd][Stf][Stf]"	""	"Sovereign Class"	""	""	"9"	"9"	"9"	"9"	"9"	"9"	"When you complete a [Fed] planet mission, if this ship is at that mission, score 5 points."	"Y"
"I.K.S. Rotarran Ship of Tears (Promo)"	"Promo"	"ST2E-EN01402tf"	"R"	"Y"	"1R402"	"Ship"	"5"	""	""	""	""	""	"Klingon"	""	"[Stf][Stf][Stf]"	"Cloaking Device."	"K'Vort Class"	""	""	"7"	"7"	"8"	"8"	"7"	"7"	"For each Honor Klingon aboard this ship, it is Weapons +1 (limit +3)."	"Y"
"Scimitar Predator (Promo)"	"Promo"	"ST2E-EN01413tf"	"R"	"Y"	"1R413"	"Ship"	"7"	""	""	""	""	""	"Romulan"	""	"[Cmd][Cmd][Cmd][Stf][Stf]"	"Cloaking Device."	"Scimitar Class"	""	""	"9"	"9"	"11"	"11"	"10"	"10"	"When you win an engagement involving this ship, the loser discards the top card or his or her deck."	"Y"
"Assassination Attempt (AC)"	"AC"	"ST2E-EN01007ac"	"R"	"N"	"1R007"	"Dilemma"	"4"	"P"	"P"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Randomly select two personnel. Each of those personnel who does not have Treachery is killed."	"Y"
"Nanite Attack (AC)"	"AC"	"ST2E-EN01039ac"	"R"	"N"	"1R039"	"Dilemma"	"3"	"S"	"S"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Unless you have 2 Diplomacy and 2 Engineer or 2 Security and a Hand Weapon, this dilemma is placed on your ship. Damage - At the end of each of your turns, randomly select a personnel aboard this ship to be killed."	"Y"
"How Would You Like a Trip to Romulus? (AC)"	"AC"	"ST2E-EN01090ac"	"R"	"N"	"1R090"	"Event"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Choose one: download a Commander that corresponds with your ship; or download a ship that corresponds with your Commander. Destroy this event."	"Y"
"Amanda Rogers (AC)"	"AC"	"ST2E-EN01121ac"	"R"	"N"	"1R121"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"To play this interrupt, you must have 5 or more points. When an event or interrupt is played, prevent that event or interrupt and place it in its owner's discard pile. Lose 5 points."	"Y"
"Kevin Uxbridge (AC)"	"AC"	"ST2E-EN01129ac"	"R"	"N"	"1R129"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"To play this interrupt, you must have 5 or more points. Order - Destroy an event. Lose 5 points."	"Y"
"Winn Adami Kai of Bajor (AC)"	"AC"	"ST2E-EN01228a"	"U"	"Y"	"1U228"	"Personnel"	"2"	""	""	""	""	""	"Bajoran"	""	""	"Kai."	""	"Bajoran"	"Diplomacy Law Leadership Treachery"	"3"	"3"	"6"	"6"	"4"	"4"	"Order - Discard a card from hand to place a non-[Baj] personnel from your discard pile on top of your deck. You may do this only once each turn."	"Y"
"Ocett Dogged Rival (AC)"	"AC"	"ST2E-EN01248ac"	"R"	"Y"	"1R248"	"Personnel"	"3"	""	""	""	""	""	"Cardassian"	"[Cmd]"	""	"Commander: Bralek. Gul."	""	"Cardassian"	"Archaeology Exobiology Navigation Officer Science Treachery"	"4"	"4"	"6"	"6"	"5"	"5"	"When you play this personnel, you may discard the top card of your deck to place any other card from your discard pile on top of your deck."	"Y"
"Borath Psychological Researcher (AC)"	"AC"	"ST2E-EN03151ac"	"R"	"Y"	"3R151"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	""	""	"Vorta"	"Exobiology Intelligence Medical Programming Treachery"	"4"	"4"	"6"	"6"	"4"	"4"	"Order - Examine a random card from an opponent's hand. If it is a personnel, draw a card. You may do this only once each turn."	"Y"
"Luther Sloan Man of Secrets (AC)"	"AC"	"ST2E-EN01275ac"	"R"	"Y"	"1R275"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][E]"	""	""	""	"Human"	"2 Intelligence Programming 2 Security 2 Treachery"	"2"	"2"	"6"	"6"	"5"	"5"	"Order - Destroy your event and return this personnel to his owner's hand to destroy an opponent's event."	"Y"
"Thomas Riker Defiant Leader (AC)"	"AC"	"ST2E-EN02131ac"	"R"	"Y"	"2R131"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][Maq]"	""	"Commander: U.S.S. Defiant."	""	"Human"	"Geology Leadership Officer Security Treachery"	"4"	"4"	"6"	"6"	"6"	"6"	"While this personnel is aboard your [Fed] ship, it is Range +2."	"Y"
"Nu'Daq Tenacious Rival (AC)"	"AC"	"ST2E-EN01314ac"	"R"	"Y"	"1R314"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	"Commander: I.K.S. Maht-H'a."	""	"Klingon"	"Archaeology Exobiology Leadership Navigation Officer Treachery"	"4"	"4"	"6"	"6"	"7"	"7"	"When you play this personnel, you may discard a card from hand to take a card from your discard pile into hand."	"Y"
"The Albino Killer of Children (AC)"	"AC"	"ST2E-EN01348ac"	"R"	"Y"	"1R348"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	"[Cmd]"	""	"Assassin. Thief."	""	"Alien"	"Exobiology Leadership 2 Medical 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"Order - Return this personnel to his owner's hand to kill an opponent's Honor personnel present."	"Y"
"The Viceroy Shinzon's Protector (AC)"	"AC"	"ST2E-EN01376ac"	"R"	"Y"	"1R376"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Reman"	"Exobiology Geology Leadership Medical Telepathy Treachery"	"3"	"3"	"6"	"6"	"7"	"7"	"When you play {Shinzon} or another Reman at this mission, you may examine the top card of your deck, then place it on the top or bottom of your deck."	"Y"
"Queen's Borg Cube (AC)"	"AC"	"ST2E-EN00P16ac"	"P"	"Y"	"0P016"	"Ship"	"7"	""	""	""	""	""	"Borg"	""	"[Stf][Stf][Stf][Stf][Stf]"	""	"Cube"	""	""	"10"	"10"	"12"	"12"	"11"	"11"	"You may use a card which begins an engagement to begin one involving this ship even if it is at a headquarters mission."	"Y"
"Bralek (AC)"	"AC"	"ST2E-EN01383ac"	"R"	"Y"	"1R383"	"Ship"	"6"	""	""	""	""	""	"Cardassian"	""	"[Cmd][Stf][Stf]"	""	"Galor Class"	""	""	"8"	"8"	"8"	"8"	"8"	"8"	"While an opponent's Archaeology personnel is at this mission, that opponent must discard a card from hand to use that personnel's skills."	"Y"
"U.S.S. Defiant Stolen Warship (AC)"	"AC"	"ST2E-EN03205abc"	"R"	"Y"	"3R205"	"Ship"	"7"	""	""	""	""	""	"Federation"	"[Maq]"	"[Cmd][Cmd][Cmd][Stf]"	"Cloaking Device."	"Defiant Class"	""	""	"8"	"8"	"10"	"10"	"10"	"10"	"Order - If this ship is staffed and at a non-headquarters mission, this mission's owner places a card from hand on top of his or her deck. You may do this only once each turn."	"Y"
"I.K.S. Maht-H'a (AC)"	"AC"	"ST2E-EN01401ac"	"R"	"Y"	"1R401"	"Ship"	"6"	""	""	""	""	""	"Klingon"	""	"[Cmd][Stf][Stf][Stf]"	"Cloaking Device."	"Vor'cha Class"	""	""	"8"	"8"	"9"	"9"	"8"	"8"	"While an opponent's Archaeology personnel is at this mission, that opponent must discard a card from hand to use that personnel's skills."	"Y"
"Scimitar Predator (AC)"	"AC"	"ST2E-EN01413ac"	"R"	"Y"	"1R413"	"Ship"	"7"	""	""	""	""	""	"Romulan"	""	"[Cmd][Cmd][Cmd][Stf][Stf]"	"Cloaking Device."	"Scimitar Class"	""	""	"9"	"9"	"11"	"11"	"10"	"10"	"When you win an engagement involving this ship, the loser discards the top card or his or her deck."	"Y"
"Tsiolkovsky Infection"	"NE"	"ST2E-EN04028X"	"R"	"N"	"4R028"	"Dilemma"	"8"	"S"	"S"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"For each event your opponent commands in his or her core, this dilemma is cost -1. Unless you have 2 Anthropology, 2 Programming, and Cunning>38 or 2 Biology, Exobiology, and 2 Medical, randomly select three personnel to be killed."	"N"
"Whisper in the Dark"	"NE"	"ST2E-EN04030X"	"R"	"N"	"4R030"	"Dilemma"	"8"	"P"	"P"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"For each event your opponent commands in his or her core, this dilemma is cost -1. Unless you have 2 Geology, 2 Physics, and Cunning>38 or 2 Honor, 2 Officer, and Transporters, randomly select three personnel to be killed."	"N"
"All-Out War"	"NE"	"ST2E-EN04036X"	"R"	"N"	"4R036"	"Event"	"2"	""	""	""	""	""	""	""	""	"Assault. Maneuver."	""	""	""	""	""	""	""	""	""	"Lose 5 points to play in your core. Order - Destroy this event to begin combat or an engagement involving your [Kli] personnel. If you win, randomly kill three opponent's personnel involved."	"Y"
"Anything or Anyone"	"NE"	"ST2E-EN04037X"	"R"	"Y"	"4R037"	"Event"	"3"	""	""	""	""	""	""	""	""	"Infiltration."	""	""	""	""	""	""	""	""	""	"To play this event, you must command three [Dom] personnel. Plays in your core. You may only execute one order using this event each turn. Order - Place an Infiltrator from hand on this event. (You now command that personnel.) Order - Place an Infiltrator from this event aboard an opponent's ship or on an opponent's planet mission."	"Y"
"Storage Compartment"	"NE"	"ST2E-EN04074X"	"R"	"Y"	"4R074"	"Event"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. When you have chosen dilemmas, you may place one unused planet dilemma or space dilemma on this event instead of beneath your dilemma pile. When you have drawn dilemmas, you may take any dilemmas from this event and add them to those drawn."	"Y"
